genres;title;release_date;id
['Free to Play', 'Massively Multiplayer', 'RPG'];Ragnarok Online;2003;215100
['Strategy'];Earth 2150 Trilogy;2000;253880
['Action', 'Casual'];Heli Heroes;2002;259320
['Racing', 'Simulation'];Ride 'em Low;2013;65070
['Free to Play', 'Massively Multiplayer', 'Strategy'];Stronghold Kingdoms Starter Pack;2012;248160
['Adventure', 'Indie'];Journey of a Roach;2013;255300
['Adventure'];Fester Mudd: Curse of the Gold - Episode 1;2013;253310
['Strategy'];Battle Worlds: Kronos;2013;237470
['Free to Play', 'Simulation'];Pinball Arcade;2013;238260
['Adventure', 'Casual'];Dracula: Love Kills;2011;252890
['Action'];Call of Duty®: Ghosts - Digital Hardened Edition;2013;255163
['Action', 'Adventure'];Deadly Premonition: The Director's Cut - Original Soundtrack;2013;256240
['Casual', 'Simulation'];Rocksmith® 2014 – The Smashing Pumpkins - “1979”;2013;258344
['Casual', 'Simulation'];Rocksmith® 2014 – The Smashing Pumpkins - “Bullet with Butterfly Wings”;2013;258343
['Casual', 'Simulation'];Rocksmith® 2014 – The Smashing Pumpkins  - “Today”;2013;258342
['Action', 'Casual', 'Indie', 'Racing'];Joe Danger 2: Undead Movie Pack;2013;242120
['Action'];PAC-MAN  and the Ghostly Adventures;2013;239720
['Casual', 'Simulation'];Rocksmith® 2014 – The Smashing Pumpkins - “Tonight, Tonight”;2013;258345
['Casual', 'Simulation'];Rocksmith® 2014 – The Smashing Pumpkins Song Pack;2013;258347
['Racing'];Truck Racer;2013;256070
['Racing', 'Sports'];GRID 2 - Spa-Francorchamps Track Pack;2013;255690
['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy'];Pool Nation;2013;254440
['Action'];LOST PLANET® 3 - Map Pack 3;2013;233960
['Action'];LOST PLANET® 3 - Map Pack 1;2013;233920
['Action'];LOST PLANET® 3 - Map Pack 2;2013;233940
['Action'];Shadow Man;1999;251770
['Adventure'];The 7th Guest;1993;255920
['Simulation', 'Strategy'];Stronghold HD;2001;40950
['Adventure'];The 11th Hour;1995;255940
['Simulation', 'Strategy'];Stronghold Crusader HD;2002;40970
['Action', 'Adventure', 'Indie', 'RPG'];Eldritch;2013;252630
['Simulation'];Skyscraper Simulator;2010;252910
['Utilities'];PCMark 8;2013;236890
['Strategy'];Total War: ROME II - Nomadic Tribes Culture Pack;2013;258270
['Action', 'Adventure'];LEGO® Marvel  Super Heroes;2013;249130
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - Survival Horror Music Pack;2013;258741
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - Mythos Horror Resource Pack;2013;258742
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - Old School Modern Resource Pack;2013;258744
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - DS+ Resource Pack;2013;258743
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - Modern Music Mega-Pack;2013;258745
['Casual', 'Simulation'];Rocksmith® 2014 - The Smashing Pumpkins  - “Cherub Rock”;2013;248750
['Action', 'RPG'];Borderlands 2: Headhunter 1: Bloody Harvest;2013;245890
['Simulation'];Train Simulator: MRCE ER20 Eurorunner Loco Add-On;2013;222601
['Indie', 'Simulation'];Euro Truck Simulator 2 - Halloween Paint Jobs Pack;2013;258460
['Simulation'];Train Simulator: GEML Class 90 Loco Add-On;2013;222597
['Adventure', 'Casual'];Shadows: Price For Our Sins Bonus Edition;2013;260270
['Action', 'Indie'];Syder Arcade;2013;252310
['Indie', 'Strategy'];Defense Technica;2013;233110
['Action', 'Adventure', 'Indie', 'RPG'];FORCED: Slightly Better Edition;2013;249990
['Action', 'Adventure', 'Casual'];Dragon's Lair 2: Time Warp;1991;240360
['Casual', 'Indie'];Soundodger+ Soundtrack;2013;259110
['Indie', 'Strategy'];Solar Flux;2013;251910
['Action', 'Casual', 'Indie', 'Simulation'];Sparkle 2 Evo;2011;253650
['Action', 'Adventure', 'RPG'];Demonicon;2013;215630
['Action', 'Adventure'];ENSLAVED : Odyssey to the West  Premium Edition;2013;245280
['Action', 'Adventure'];NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD;2013;234670
['Action', 'Adventure'];Batman : Arkham Origins;2013;209000
['Racing'];WRC 4 FIA World Rally Championship;2013;256330
['Action', 'Indie', 'Strategy'];Sanctum 2: The Pursuit;2013;237070
['Indie'];Hacker Evolution Duality: Hacker Bootcamp DLC;2013;261070
['Adventure', 'Indie'];Edna &amp, Harvey: The Breakout;2013;255320
['Adventure', 'Casual', 'Indie'];Nihilumbra;2013;252670
['Action', 'Indie', 'Strategy'];Primal Carnage - Cryolophosaurus - Premium - 2 Pack;2013;258502
['Action', 'Indie', 'Strategy'];Primal Carnage - Tupandactylus - Premium;2013;258501
['Action', 'Indie', 'Strategy'];Primal Carnage - Oviraptor - Premium;2013;258500
['Casual', 'Indie'];Tetrobot and Co.;2013;235980
['Action', 'Adventure'];Saints Row IV -  Enter The Dominatrix;2013;247297
['Simulation'];The Sims 3 - Into the Future;2013;249180
['Indie', 'Simulation', 'Strategy'];Democracy 3;2013;245470
['Indie', 'Strategy'];Eador: Genesis;2009;235660
['Indie', 'RPG', 'Strategy'];Talisman: Prologue;2013;258200
['Action', 'Adventure', 'Indie', 'RPG'];Van Helsing: Arcane Mechanic;2013;215536
['Action'];Urban Chaos;1999;243060
['Action'];The Bureau: XCOM Declassified - Code Breakers;2013;66000
['Action', 'Adventure', 'Indie'];Megabyte Punch;2013;248550
['Strategy'];Civilization V - Scrambled Continents Map Pack;2013;235584
['Action'];The Bureau: XCOM Declassified - Light Plasma Pistol;2013;66001
['Casual', 'Indie'];Tetrobot &amp, Co. Original Soundtrack;2013;258470
['Action', 'Adventure'];Saints Row IV: Commander-In-Chief Pack;2013;238300
['Action', 'Adventure', 'Indie'];Day One : Garry's Incident;2013;242800
['Action', 'Indie', 'Strategy'];CastleStorm - The Warrior Queen;2013;242310
['RPG'];Omikron: The Nomad Soul;1999;243000
['Action', 'Adventure', 'Indie', 'RPG'];Van Helsing: Thaumaturge;2013;215535
['Action', 'Adventure'];Shadow Warrior;2013;233130
['Action'];Call of Duty®: Black Ops II - Apocalypse;2013;219103
['Simulation', 'Strategy'];March of the Eagles: French Unit Pack;2013;254291
['Adventure', 'Casual', 'Indie', 'RPG'];Dysfunctional Systems: Learning to Manage Chaos;2013;248800
['Action', 'Indie'];Giana Sisters: Twisted Dreams - Rise of the Owlverlord;2013;246960
['RPG', 'Strategy'];Gorky 17;1999;253920
['Simulation', 'Strategy'];March of the Eagles: British Unit Pack;2013;254290
['Action', 'Adventure', 'Indie'];Bunny Must Die! Chelsea and the 7 Devils;2013;250660
['RPG', 'Strategy'];KnightShift;2003;254060
['Strategy'];World War III: Black Gold;2001;254080
['Strategy'];World War II: Panzer Claws;2004;254100
['RPG'];Septerra Core;1999;253940
['Action', 'Indie', 'RPG'];Legends of Aethereus;2013;248410
['Simulation', 'Strategy'];Rise of Venice;2013;227020
['Adventure', 'Indie'];The Inner World;2013;251430
['Simulation'];Train Simulator: Southern Pacific SD70M Loco Add-On;2013;222604
['Simulation'];Train Simulator: Sheerness Branch Extension Route Add-On;2013;222603
['Strategy'];Victoria II: Interwar Cavalry Unit Pack;2013;215005
['Action', 'Adventure'];Tom Clancy's Splinter Cell Blacklist - Homeland DLC;2013;256270
['Action'];Daikatana;2000;242980
['Indie', 'Strategy'];Arma Tactics;2013;224860
['Action', 'Adventure'];Deathtrap Dungeon;1998;245010
['Action', 'Indie', 'Strategy'];Awesomenauts - Digital G Skin;2013;256507
['Simulation'];Cities in Motion 2: Olden Times;2013;225432
['RPG'];Enclave;2003;253980
['Adventure'];Jack Orlando: Director's Cut;2012;253960
['Indie'];Knock-knock;2013;250380
['Adventure', 'Indie', 'RPG', 'Strategy'];Chainsaw Warrior;2013;251710
['Action', 'Indie', 'RPG', 'Simulation'];Salvation Prophecy;2013;248450
['Action', 'Free to Play'];Tactical Intervention;2013;51100
sin genero;Pandemonium;1996;243020
['Action', 'Indie'];Teleglitch: Guns and Tunes;2013;240820
['Indie', 'RPG', 'Strategy'];Bionic Dues;2013;238910
['Action', 'Indie', 'Simulation', 'Strategy'];Cook, Serve, Delicious!;2013;247020
['Early Access', 'Indie'];Gravi;2013;247310
['Action', 'Adventure', 'RPG'];Flashback;2013;245730
['Action', 'Simulation'];Air Conflicts: Vietnam;2013;233210
['Action', 'RPG', 'Strategy'];Silent Storm Gold Edition;2004;254960
['Action'];LOST PLANET® 3 - Punisher Pack;2013;234210
['Strategy'];CoH 2 - Soviet Commander: Counterattack Tactics;2013;249081
['Strategy'];CoH 2 - Soviet Commander: Urban Defense Tactics;2013;249083
['Strategy'];CoH 2 - German Commander: Mechanized Assault Doctrine;2013;249085
['Strategy'];CoH 2 - German Commander: Osttruppen Doctrine;2013;249086
['Strategy'];COH 2 - German Skin: (L) Stalingrad Winter Pattern;2013;249106
['Strategy'];COH 2 - German Skin: (M) Stalingrad Winter Pattern;2013;249107
['Strategy'];COH 2 - German Skin: (H) Stalingrad Winter Pattern;2013;249108
['Strategy'];COH 2 - German Skin: (M) Case Blue Summer Pattern;2013;249104
['Strategy'];COH 2 - German Skin: (L) Case Blue Summer Pattern;2013;249103
['Simulation'];Rise of Flight: Battle of Saint-Mihiel;2013;244066
['Simulation'];Rise of Flight: Birth of Warbirds;2013;244062
['Simulation'];Rise of Flight: Bloody April;2013;244064
['Simulation'];Rise of Flight: Ultimately the Best Fighter;2013;244063
['Simulation'];Rise of Flight: Furious Wings;2013;244061
['Free to Play', 'Simulation'];Rise of Flight United;2013;244050
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing', 'Utilities']";Black Ink;2016;233680
['Simulation'];Rise of Flight: Legendary Bombers;2013;244065
['Action', 'Indie'];Skullgirls: Color Palette Bundle;2013;245172
['Indie', 'RPG', 'Simulation', 'Strategy'];Zafehouse: Diaries;2013;249360
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - Arabian Nights;2013;249923
['Action', 'Indie', 'Racing'];Zombie Driver HD Tropical Race Rage;2013;220824
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - Futuristic Atmospheres;2013;249920
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - High Fantasy Main Party Pack 1;2013;249921
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - Egyptian Myth Battlers;2013;249922
['Action', 'Adventure', 'Indie'];Amnesia: A Machine for Pigs;2013;239200
['Adventure', 'RPG'];Wizardry 7: Crusaders of the Dark Savant;2013;245430
['Indie', 'Strategy'];Dominions 3: The Awakening;2013;248510
['Adventure', 'RPG'];Wizardry 6: Bane of the Cosmic Forge;2013;245410
['Adventure', 'RPG'];Wizardry 8;2001;245450
['Simulation'];The Sims 3 - Movie Stuff;2013;249181
['Audio Production', 'Software Training', 'Utilities', 'Video Production'];PlayClaw 5 - Game Recording and Streaming;2013;237370
['Action', 'Simulation', 'Strategy'];Arma 3;2013;107410
['Adventure', 'Strategy'];Aarklash: Legacy;2013;222640
['Action', 'RPG'];PAYDAY 2: The Diamond Store Heist;2013;274160
['Action', 'Adventure', 'Indie'];Huntsman: The Orphanage (Halloween Edition);2013;246740
['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access'];Paranormal;2012;246300
sin genero;No Title;2016;238280
['Action', 'Adventure', 'Indie'];Volgarr the Viking;2013;247240
['Simulation'];Train Simulator: Norfolk Southern SD45 High Hoods Loco Add-On;2013;222555
['Simulation'];Ship Simulator Extremes: Inland Shipping;2013;250930
['Action'];THE KING OF FIGHTERS XIII STEAM EDITION;2013;222940
['Action', 'Indie', 'Simulation'];Artemis Spaceship Bridge Simulator;2013;247350
['Action', 'Adventure'];Saints Row IV - GAT V Pack;2013;247295
['Action'];The Chaos Engine;2013;242530
['Action', 'Indie', 'Strategy'];Awesomenauts - Abyssal Swiggins Skin;2013;251080
['Action', 'Indie', 'Strategy'];Awesomenauts - Admiral Swiggins, PHD Skin;2013;251081
['Adventure', 'Indie'];Memoria;2013;243200
['Strategy'];Total War : ROME II - Emperor Edition;2013;214950
['Simulation'];DCS: UH-1H Huey;2013;240500
['Strategy'];Total War: ROME II - Greek States Culture Pack;2013;212301
['Action', 'Adventure'];Rayman® Legends;2013;242550
['Adventure', 'Indie'];Gone Home;2013;232430
['Action', 'Adventure', 'Indie'];Brothers - A Tale of Two Sons;2013;225080
['Action', 'Adventure'];Saints Row IV: Dubstep Gun (Remix) Pack;2013;247293
['Free to Play', 'Massively Multiplayer', 'RPG'];Ragnarok Online 2 - For the Bold and Wonderful Pack;2013;247180
['Indie', 'Simulation', 'Strategy'];Unholy Heights;2013;249330
['Indie'];Hate Plus Original Soundtrack;2013;257290
['Action', 'Adventure', 'Indie'];Mark of the Ninja: Special Edition DLC;2013;239570
['Action', 'Indie', 'RPG'];Forge - PvP Pro Pack;2013;249913
['Action', 'Indie', 'RPG'];Forge - Divine Starter Pack;2013;249912
['Action', 'Free to Play', 'Indie', 'RPG'];Forge - Limited Edition Starter Pack;2013;249911
['Action', 'Indie', 'RPG'];Forge - Starter Pack;2013;249910
['Indie'];Hate Plus;2013;239700
['Simulation'];A-10A for DCS World;2013;245570
['Action', 'Adventure'];Saints Row IV: The Executive Privilege Pack;2013;238304
['Action'];The Bureau: XCOM Declassified;2013;65930
['Action', 'Adventure'];Saints Row IV: Season Pass;2013;238302
['Action', 'Adventure'];Saints Row IV;2013;206420
['Action', 'Indie'];Divekick;2013;244730
['Action', 'Adventure'];Tom Clancy’s Splinter Cell Blacklist;2013;235600
['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];Dungeons &amp, Dragons Online: Shadowfell Conspiracy;2013;213198
['Strategy'];COH 2 - Faceplate: Twisted Gold;2013;231505
['Strategy'];COH 2 - Faceplate: Studded;2013;231504
['Strategy'];COH 2 - Faceplate: Engraved;2013;231507
['Action', 'Adventure'];Tom Clancy’s Splinter Cell Blacklist - High Power Pack DLC;2013;249730
['Strategy'];COH 2 - Faceplate: Chainlink;2013;231506
['Action'];Call of Duty®: Black Ops II - Breach Personalization Pack;2013;234793
['Action'];Call of Duty®: Black Ops II - Aqua Personalization Pack;2013;234792
['Action'];Call of Duty®: Black Ops II - Pack-A-Punch Personalization Pack;2013;234791
['Action'];Call of Duty®: Black Ops II - Coyote Personalization Pack;2013;234790
['Action'];Call of Duty®: Black Ops II - Glam Personalization Pack;2013;234789
['Action', 'Indie', 'Strategy'];Sanctum 2: Britech Skin Pack;2013;237010
['Action', 'Indie'];Skullgirls: Squigly;2013;245174
['Action', 'Indie'];Skullgirls;2013;245170
['Indie'];Spelunky;2013;239350
['Adventure', 'Indie'];Papers, Please;2013;239030
['Action', 'Adventure', 'Indie'];Guacamelee! Gold Edition;2013;214770
['Action'];Call of Duty®: Black Ops II - Rogue Personalization Pack;2013;234794
['Simulation', 'Strategy'];Europa Universalis IV;2013;236850
['Action', 'Indie'];Guncraft;2013;241720
['Action', 'Adventure', 'Indie', 'RPG'];Hammerwatch;2013;239070
['Action', 'RPG'];PAYDAY 2: The Official Soundtrack;2013;254260
sin genero;No Title;2016;218620
['Action', 'Free to Play'];Soldier Front 2: Hunter's Hunt Package;2013;243440
['Action', 'Free to Play'];Soldier Front 2: The Booster Package;2013;243441
['Action', 'Indie'];Teleglitch: Die More Edition;2013;234390
['Simulation'];Train Simulator: Hamburg-Hanover Route Add-On;2013;222588
['Casual', 'Indie'];Indie Game: The Movie Special Edition DLC;2013;207090
['Simulation', 'Strategy'];Tropico 4: Voodoo DLC;2013;205638
['Strategy'];Magic 2014 “Sliver Hive” Deck Key;2013;213906
['Strategy'];Magic 2014 “Guardians of Light” Deck Key;2013;213908
['Strategy'];Magic 2014 “Chant of Mul Daya” Deck Key;2013;213904
['Strategy'];Magic 2014 “Deadwalkers” Deck Key;2013;213902
['Strategy'];Magic 2014 “Mind Maze” Deck Key;2013;213900
['Action', 'Strategy', 'RPG', 'Indie'];Dungeon Defenders - The Tinkerer's Lab Mission Pack;2013;238230
['Strategy'];Magic 2014 “Sliver Hive” Foil Conversion;2013;213907
['Strategy'];Magic 2014 “Deadwalkers” Foil Conversion;2013;213903
['Strategy'];Magic 2014 “Chant of Mul Daya” Foil Conversion;2013;213905
['Strategy'];Magic 2014 “Masks of the Dimir” Foil Conversion;2013;213893
['Strategy'];Magic 2014 “Avacyn’s Glory” Foil Conversion;2013;213899
['Strategy'];Magic 2014 “Enter the Dracomancer” Foil Conversion;2013;213895
['Strategy'];Magic 2014 “Firewave” Foil Conversion;2013;213891
['Strategy'];Sealed Play Deck - Slot 03;2013;219622
['Strategy'];Magic 2014 — Duels of the Planeswalkers;2013;213850
['Strategy'];Magic 2014 “Hunter’s Strength” Foil Conversion;2013;213897
['Strategy'];Magic 2014 “Avacyn’s Glory” Deck Key;2013;213898
['Strategy'];Magic 2014 “Hunter’s Strength” Deck Key;2013;213896
['Strategy'];Magic 2014 “Guardians of Light” Foil Conversion;2013;213909
['Action', 'Casual', 'Indie'];Super Splatters;2013;95000
['Action', 'Adventure', 'Indie', 'RPG'];The Incredible Adventures of Van Helsing: Blue Blood;2013;215534
['Simulation'];Train Simulator: DB BR232 Loco Add-On;2013;222587
['Action', 'Adventure', 'Casual'];Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded;2013;231910
['Action', 'Indie', 'RPG'];Rogue Legacy;2013;241600
['Indie', 'Simulation'];Storm;2013;231020
['Indie', 'RPG', 'Strategy'];Fallen Enchantress: Legendary Heroes - Quest Pack DLC;2013;233591
['Racing', 'Sports'];GRID 2 - Super Modified Pack;2013;221165
['Adventure'];Jack Keane 2 - The Fire Within;2013;236970
['Action'];Call of Duty®: Black Ops II - Cyborg Personalization Pack;2013;234788
['Action'];The Apogee Throwback Pack;2013;238050
['Action'];Call of Duty®: Black Ops II - Paladin Personalization Pack;2013;234786
['Action', 'Indie', 'RPG', 'Simulation', 'Early Access'];Interstellar Marines;2013;236370
['Action', 'Adventure'];"Resident Evil: Revelations Jessica's G18 + Custom Part: ""BSAA""";2013;229629
['Action', 'Adventure'];"Resident Evil: Revelations Jill's Samurai Edge + Custom Part: ""S.T.A.R.S.""";2013;229630
['Action', 'Adventure'];"Resident Evil: Revelations Parker's Government Handgun + Custom Part: ""FBC""";2013;229628
['Simulation'];Train Simulator: BR Class 87 Loco Add-On;2013;222586
['Simulation'];Cities in Motion 2: Bus Mania;2013;225424
['Racing', 'Sports'];TrackMania² Stadium;2013;232910
['Action'];Painkiller Hell &amp, Damnation: Heaven's Above;2013;229270
['Strategy'];Fallen Enchantress: Legendary Heroes - Map Pack DLC;2013;233590
['Racing', 'Simulation', 'Sports'];MotoGP 13;2013;240600
['Action', 'Adventure'];Magrunner: Dark Pulse;2013;209630
['Action', 'Indie'];Fist Puncher;2013;238630
['Action', 'Indie'];Hexodius;2013;236490
['Strategy'];COH 2 - German Skin: (M) Three Color Ambush Pattern;2013;231492
['Strategy'];COH 2 - Soviet Skin: (L) Three Color Northwestern Front;2013;231490
['Strategy'];COH 2 - Soviet Skin: (H) Three Color Northwestern Front;2013;231491
['Strategy'];COH 2 - German Skin: (H) Three Color Disruptive Pattern;2013;231476
['Strategy'];COH 2 - German Skin: (H) Winter Ambush Pattern;2013;231478
['Strategy'];COH 2 - German Skin: (H) Field Applied Whitewash Pattern;2013;231475
['Strategy'];COH 2 - German Skin: (H) Late War Factory Pattern;2013;231474
['Strategy'];COH 2 - Soviet Skin: (H) Two Tone Bryansk Front;2013;231471
['Strategy'];COH 2 - Soviet Skin: (H) Three Color Leningrad Front;2013;231469
['Strategy'];COH 2 - Soviet Skin: (H) Winter Cobblestone West Front;2013;231470
['Strategy'];COH 2 - Soviet Skin: (M) Three Color Leningrad Front;2013;231468
['Strategy'];COH 2 - Soviet Skin: (M) Three Color Northwestern Front;2013;231472
['Strategy'];COH 2 - Soviet Skin: (L) Three Color Leningrad Front;2013;231467
['Strategy'];COH 2 - German Skin: (M) Late War Factory Pattern;2013;231458
['Strategy'];COH 2 - German Skin: (L) Late War Factory Pattern;2013;231457
['Strategy'];COH 2 - Soviet Skin: (M) Winter Whitewash Voronezh Front;2013;231454
['Strategy'];CoH 2 - German Commander: Joint Operations Doctrine;2013;231464
['Strategy'];COH 2 - German Skin: (H) Three Color Ambush Pattern;2013;231453
['Strategy'];CoH 2 - Soviet Commander: Anti-Infantry Tactics;2013;231462
['Strategy'];CoH 2 - German Commander: Spearhead Doctrine;2013;231466
['Action', 'Casual', 'Indie', 'Racing'];Joe Danger 2: The Movie;2013;242110
['Action', 'Casual', 'Indie', 'Racing'];Joe Danger;2013;229890
['Casual', 'Strategy'];Scrabble;2013;234100
['Strategy', 'Casual'];Risk;2013;227920
['Strategy', 'Casual'];The Game of Life;2013;224700
['Strategy', 'Casual'];Battleship;2013;227900
['Action', 'Adventure'];Resident Evil: Revelations Rachael Ooze DLC;2013;229627
['Casual', 'Simulation'];Rocksmith - Tommy Tutone - 867-5309/Jenny;2013;222121
['Adventure', 'Indie'];The Night of the Rabbit;2013;230820
['Casual', 'Simulation'];Rocksmith - Blondie - Call Me;2013;222122
['Action', 'Indie', 'Strategy'];Cubetractor;2013;235720
['Racing', 'Sports'];GRID 2 - Car Unlock Pack;2013;221168
['Strategy'];Wargame: Airland Battle;2013;222750
['Simulation'];Train Simulator: Class A4 Pacifics Loco Add-On;2013;222584
['Action', 'Adventure'];Resident Evil: Revelations Lady HUNK DLC;2013;229626
['Indie', 'RPG', 'Strategy'];Expeditions: Conquistador;2013;237430
['Action', 'Adventure', 'Indie'];The Swapper;2013;231160
['Action'];Rising Storm Game of the Year Edition;2013;234510
['Adventure', 'Indie', 'RPG'];99 Spirits;2013;258090
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker VX Ace - The Blackheart Power Music Pack;2013;229757
['Indie', 'RPG', 'Strategy'];Fallen Enchantress: Legendary Heroes;2013;228260
['Action', 'Adventure', 'Indie', 'RPG'];The Incredible Adventures of Van Helsing;2013;215530
['Indie', 'Simulation', 'Strategy'];Skyward Collapse;2013;238890
['Simulation'];Train Simulator: BR Class 31 Loco Add-On;2013;222583
['Action', 'Indie'];Dollar Dash - More Ways to Win DLC;2013;214330
['Action', 'Adventure', 'Indie', 'RPG'];Dust: An Elysian Tail;2013;236090
['Action', 'Indie'];Element4l;2013;235820
['Action', 'Casual', 'Indie'];Super Puzzle Platformer Deluxe;2013;238530
['Action', 'Indie', 'Racing'];Rush Bros.;2013;234490
['Action'];Call of Juarez® Gunslinger;2013;204450
['Racing', 'Sports'];GRID 2 - Headstart Pack;2013;221164
['Action', 'Indie', 'Strategy'];Gunpoint;2013;206190
['Racing', 'Sports'];GRID 2 - IndyCar Pack;2013;221161
['Racing', 'Sports'];GRID 2 - McLaren Racing Pack;2013;221160
['Racing', 'Sports'];GRID 2 - GTR Racing Pack;2013;221162
['Racing', 'Sports'];GRID 2;2013;44350
['Strategy'];Crusader Kings II: Norse Unit Pack;2013;210905
['Casual', 'Indie', 'Strategy'];Super Sanctum TD;2013;235250
['Action'];Aliens: Colonial Marines - Reconnaissance Pack;2013;224850
['Action'];Aliens: Colonial Marines - Reconnaissance Pack;2013;219441
['Action', 'RPG'];System Shock 2;1999;238210
['Action', 'RPG'];Borderlands 2 - Psycho Pack;2013;230090
['Casual'];Luxor 2 HD;2013;234350
['Simulation'];Train Simulator: DB BR423 EMU Add-On;2013;222580
['Action', 'Adventure'];Dishonored - Void Walker Arsenal;2013;212893
['Adventure'];Nancy Drew®: Ghost of Thornton Hall;2013;226820
['Casual', 'Simulation'];Rocksmith - Maroon 5 Song Pack;2013;222119
['Casual', 'Simulation'];Rocksmith - Maroon 5 - Harder to Breathe;2013;222118
['Casual', 'Simulation'];Rocksmith - Maroon 5 - She Will Be Loved;2013;222117
['Action', 'Adventure', 'Indie', 'Strategy'];Anomaly 2 Soundtrack;2013;237780
['Action', 'Casual', 'Indie'];Thunder Wolves;2013;232970
['Action', 'Indie', 'Strategy'];Anomaly 2;2013;236730
['Action', 'Indie', 'Simulation'];Receiver;2013;234190
['Action', 'Strategy'];Leviathan: Warships;2013;202270
['Casual', 'Simulation'];Rocksmith - Maroon 5 - Misery;2013;222116
['Action', 'Indie'];Zeno Clash 2;2013;215690
['Casual', 'Simulation'];Rocksmith - The Pixies - Here Comes Your Man;2013;222115
['Casual', 'Simulation'];Rocksmith - Survivor - Eye of the Tiger;2013;222113
['Casual', 'Simulation'];Rocksmith - Billy Idol - White Wedding (Part 1);2013;222114
['Action', 'Casual', 'Indie', 'Strategy'];Jack Lumber;2013;220900
['Action', 'Indie'];Strike Suit Infinity;2013;234160
['Indie'];FEZ;2013;224760
['Indie'];FEZ Original Soundtrack;2013;224763
['Action', 'Adventure'];Far Cry 3 - Blood Dragon;2013;233270
['Free to Play', 'Massively Multiplayer', 'RPG'];Ragnarok Online 2;2013;231060
['Casual', 'Indie', 'Racing'];Mini Motor Racing EVO;2013;209520
['Simulation'];Train Simulator: BR Class 101 DMU Add-On;2013;222579
['Simulation', 'Strategy'];Omerta - City of Gangsters - The Arms Industry DLC;2013;215372
['RPG', 'Strategy'];Might &amp, Magic: Heroes VI - Shades of Darkness;2013;229790
['Simulation'];Trainz Simulator DLC: BR Class 14;2013;24678
['Simulation'];Trainz Simulator DLC: Coronation Scot;2013;24677
['Action', 'Casual', 'Indie', 'Racing', 'Simulation'];QUBE: Against the Qlock;2013;234570
['Strategy'];Victoria II: German Unit Pack;2013;215003
['Indie', 'Simulation'];Don't Starve Soundtrack;2013;219750
['Action', 'Adventure'];Tomb Raider: Caves and Cliffs Multiplayer Map Pack;2013;208811
['Adventure'];Assassin’s Creed® III - The Tyranny of King Washington: The Redemption;2013;227132
['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];Monaco: What's Yours Is Mine;2013;113020
['Adventure', 'Indie'];Kairo;2013;233230
['Action', 'Indie', 'Racing'];Dyad;2013;223450
['Strategy', 'Indie', 'Casual'];Highborn - Chapter 2;2013;236660
['Simulation'];Train Simulator: EWS &amp, Freightliner Class 08s Loco Add-On;2013;222578
['Adventure', 'Casual', 'Indie'];The 39 Steps;2013;234940
['Action', 'Indie', 'Massively Multiplayer', 'RPG'];Darkfall Unholy Wars;2013;227400
['Action', 'Adventure', 'Indie'];Cry of Fear;2013;223710
['Action', 'Adventure'];RE6 / BH6: Siege Mode;2013;232570
['Action'];Call of Duty®: Black Ops II - Dia de los Muertos Personalization Pack;2013;234774
['Action'];Call of Duty®: Black Ops II - Graffiti Personalization Pack;2013;234773
['Action'];Call of Duty®: Black Ops II - Kawaii Personalization Pack;2013;234772
['Action'];Call of Duty®: Black Ops II - Nuketown Zombies Map;2013;219092
['Adventure', 'Indie'];Anna - Extended Edition;2013;217690
['Action', 'Adventure', 'Indie'];La-Mulana;2013;230700
['Action'];Call of Duty®: Black Ops II - Party Rock Personalization Pack;2013;234771
['Action', 'Adventure'];Dishonored - The Knife of Dunwall;2013;208575
['Casual', 'Simulation'];Rocksmith - Rise Against - The Good Left Undone;2013;222111
['Action', 'Adventure', 'Indie', 'RPG'];ORION: Prelude;2013;104900
['Casual', 'Simulation'];Rocksmith - The Vines - Get Free;2013;222112
['Casual', 'Simulation'];Rocksmith - Modest Mouse - Float On;2013;222110
['Strategy'];Victoria II: Heart of Darkness;2013;215001
['Adventure', 'Indie'];Starseed Pilgrim;2013;230980
['Simulation', 'Strategy'];Omerta - City of Gangsters - Damsel in Distress DLC;2013;215371
['Action'];Sacred Citadel;2013;207930
['Free to Play', 'Indie', 'RPG', 'Strategy'];The Banner Saga: Factions - Starter Pack;2013;234021
